model_name,processed_frames,frames_with_detections,detection_frame_rate,total_detections,total_samples,skipped_detections,valid_sample_rate,contact_valid_samples,contact_valid_rate,all_mae_m,all_rmse_m,all_mape_pct,all_mean_signed_error_m,contact_valid_mae_m,contact_valid_rmse_m,contact_valid_mape_pct,contact_valid_mean_signed_error_m
yolo26n_seg_pt,489,273,0.558282208588957,521,515,6,0.9884836852207294,162,0.3145631067961165,0.5563373844936103,1.0028364123038045,31.08611644102931,0.2754243684369381,0.22960852900027634,0.278369116822063,10.936980098671981,-0.13628151015218667
