episode,success,spl,nav_time,path_length,collision_count,collision_rate,step_count,action_count
1,1,0.958,0.95,13.479,2,0.0179,113,112
2,1,0.957,0.694,11.5,0,0.0,92,91
3,1,0.969,0.613,10.25,0,0.0,83,82
4,1,1.0,0.528,9.5,0,0.0,69,68
5,1,0.925,0.844,11.723,2,0.018,112,111
6,1,0.95,0.676,10.75,0,0.0,88,87
7,1,0.937,0.82,12.25,0,0.0,109,108
8,1,0.908,0.871,13.25,0,0.0,114,113
9,1,0.92,0.866,11.0,0,0.0,109,108
10,1,0.961,0.563,10.0,0,0.0,73,72
