episode,step,detection_index,class_id,class_name,confidence,predicted_distance_m,gt_distance_m,signed_error_m,absolute_error_m,relative_error_pct,bottom_y_px,lowest_x_px,lowest_y_px,lowest_pixel_depth_m,lowest_point_height_m,contact_valid
0,0,0,56,chair,0.3297191858291626,1.1822867244426092,0.535427404962034,0.6468593194805752,0.6468593194805752,120.81176896921116,479,382,479,0.7358856797218323,0.7786518179626972,False
0,0,1,60,dining table,0.29252079129219055,1.1822867244426092,0.7277074014555741,0.4545793229870351,0.4545793229870351,62.46732162923957,479,586,479,1.6790986061096191,-0.14592783954755983,True
0,1,0,56,chair,0.3878832459449768,1.1822867244426092,0.540049672512267,0.6422370519303422,0.6422370519303422,118.92184823346116,479,334,479,1.6838507652282715,-0.1505861192715079,False
0,1,1,58,potted plant,0.3402545750141144,2.542172777113504,1.4993134622730153,1.0428593148404888,1.0428593148404888,69.55578943841904,329,537,329,1.6545417308807373,0.6272835629460689,False
0,1,2,60,dining table,0.31260788440704346,1.1822867244426092,0.7133250797753996,0.4689616446672096,0.4689616446672096,65.74304730949159,479,548,479,1.6841720342636108,-0.15090104160383877,False
0,2,0,56,chair,0.5273714661598206,1.1822867244426092,0.8639692104072942,0.31831751403531494,0.31831751403531494,36.843617828146094,479,382,479,1.1015070676803589,0.42025331832409374,False
0,2,1,56,chair,0.45382532477378845,1.1822867244426092,0.8610020022216252,0.32128472222098403,0.32128472222098403,37.31521197302444,479,294,479,0.7324161529541016,0.7820528038704245,False
0,2,2,58,potted plant,0.40736010670661926,2.8389123183635725,1.6748631920620731,1.1640491263014994,1.1640491263014994,69.50114682909324,313,467,313,1.8212729692459106,0.6272990391245956,False
0,3,0,56,chair,0.49819087982177734,1.1822867244426092,0.8785676886637366,0.3037190357788726,0.3037190357788726,34.569793505702,479,250,479,0.7302611470222473,0.7841652374372936,False
0,3,1,60,dining table,0.26421603560447693,1.1822867244426092,0.7150618793725007,0.46722484507010853,0.46722484507010853,65.34047731367242,479,498,479,1.0322130918502808,0.48817838449749473,False
0,3,2,56,chair,0.25716432929039,1.1822867244426092,0.9036681974426659,0.2786185269999433,0.2786185269999433,30.831950021968158,479,338,479,1.1021366119384766,0.4196362107778824,False
0,4,0,56,chair,0.4853430986404419,1.1822867244426092,0.8818085849425784,0.30047813950003077,0.30047813950003077,34.075211404252464,479,202,479,1.6847132444381714,-0.15143156011544634,False
0,4,1,59,bed,0.41263464093208313,1.1822867244426092,0.7179320609612743,0.4643546634813349,0.4643546634813349,64.67947160063974,479,475,479,1.6931803226470947,-0.15973137031895956,False
0,4,2,56,chair,0.3211008310317993,1.1822867244426092,0.9292255348068692,0.25306118963574,0.25306118963574,27.233559578013143,479,294,479,1.0987873077392578,0.4229193491263683,False
0,5,0,60,dining table,0.6262192726135254,1.1822867244426092,0.7234263564303726,0.4588603680122366,0.4588603680122366,63.428760085049575,479,455,479,1.6972397565841675,-0.16371060971890938,False
0,5,1,56,chair,0.6197707056999207,1.1822867244426092,0.8756316860625437,0.30665503838006547,0.30665503838006547,35.02100749220284,479,150,479,0.6614357829093933,0.851630949366393,False
0,5,2,56,chair,0.47718605399131775,1.1822867244426092,0.942596957856105,0.2396897665865042,0.2396897665865042,25.428659045502116,479,250,479,1.1032236814498901,0.4185706164370566,False
0,6,0,56,chair,0.5361487865447998,1.1822867244426092,0.9477556619590117,0.23453106248359745,0.23453106248359745,24.745941585705914,479,214,479,1.6798213720321655,-0.1466363271545812,True
0,6,1,60,dining table,0.4162534773349762,1.1822867244426092,0.7847051220612523,0.39758160238135687,0.39758160238135687,50.66637023306222,479,426,479,1.1253342628479004,0.39689683186052904,False
0,6,2,56,chair,0.3022042214870453,1.1822867244426092,0.8934986411839327,0.28878808325867644,0.28878808325867644,32.3210433623063,479,86,479,1.6823986768722534,-0.1491627170710912,True
0,7,0,56,chair,0.4860725998878479,1.1822867244426092,0.9343763956618185,0.24791032878079067,0.24791032878079067,26.53216946958467,479,182,479,1.0939513444900513,0.4276597774216069,False
0,7,1,58,potted plant,0.36476051807403564,2.922685298749407,1.725595173909106,1.197090124840301,1.197090124840301,69.37259346457563,309,187,309,1.8693464994430542,0.626834229409151,False
0,7,2,60,dining table,0.2500242292881012,1.1822867244426092,1.3118330145220862,-0.12954629007947704,0.12954629007947704,9.875211909243802,479,462,479,1.695181965827942,-0.1616934708318234,False
0,8,0,0,person,0.40896186232566833,3.789430025844956,2.0802862870305807,1.709143738814375,1.709143738814375,82.15906384952535,277,333,277,2.968555450439453,0.40013768196783395,False
0,8,1,56,chair,0.3659802973270416,1.1822867244426092,0.8946970326982154,0.28758969174439375,0.28758969174439375,32.14380748275028,479,142,479,1.6835297346115112,-0.15027143064777237,False
0,9,0,0,person,0.34720686078071594,3.789430025844956,1.479623955601826,2.3098060702431296,2.3098060702431296,156.10764218153207,277,282,277,2.941439628601074,0.41018420835429303,False
0,13,0,75,vase,0.337360680103302,2.702039260394133,1.0262625483919225,1.6757767120022105,1.6757767120022105,163.2892786186175,320,412,320,1.1979396343231201,0.9006701999720311,False
0,22,0,25,umbrella,0.26238808035850525,1.1822867244426092,0.8770323861766305,0.3052543382659787,0.3052543382659787,34.80536672046017,479,32,479,1.7161808013916016,-0.18227747222789903,False
0,29,0,0,person,0.3087751567363739,3.103932365323887,2.2280987468156557,0.8758336185082314,0.8758336185082314,39.308563848884674,301,216,301,2.4465744495391846,0.41629313641154186,False
0,30,0,62,tv,0.44245463609695435,1.5561150456107948,1.753468725364098,-0.1973536797533031,0.1973536797533031,11.255044181773115,417,133,417,2.1078174114227295,-0.17170317604587382,False
0,31,0,0,person,0.38207197189331055,2.922685298749407,2.0185680476969265,0.9041172510524804,0.9041172510524804,44.790030838149235,309,254,309,2.333627939224243,0.40996985393978114,False
0,31,1,62,tv,0.2642287611961365,1.5267529496504633,0.8341732281124603,0.692579721538003,0.692579721538003,83.02588697375838,421,501,421,0.970666229724884,0.7184478558730275,False
0,32,0,58,potted plant,0.577607274055481,2.476288589174513,1.458452166462158,1.017836422712355,1.017836422712355,69.7888107761102,333,2,333,1.6165207624435425,0.6278203859839814,False
0,32,1,0,person,0.2607823312282562,3.010904127673106,2.0428395525573437,0.9680645751157622,0.9680645751157622,47.38818444668762,305,303,305,2.3906219005584717,0.4122126998346909,False
0,33,0,0,person,0.4196910262107849,2.6834240906752167,1.8050029945211348,0.8784210961540819,0.8784210961540819,48.66590796915138,321,301,321,2.1419942378997803,0.4218935595875173,False
0,45,0,58,potted plant,0.5377334356307983,1.98267585584337,1.1360472645889361,0.8466285912544338,0.8466285912544338,74.52406406354716,370,93,370,1.3307780027389526,0.6333622160645958,False
0,46,0,58,potted plant,0.37443655729293823,1.5486910255277297,0.8863299347985634,0.6623610907291664,0.6623610907291664,74.73075936216703,418,46,418,1.0878582000732422,0.6339394579475555,False
