model_name,processed_frames,frames_with_detections,detection_frame_rate,total_detections,total_samples,skipped_detections,valid_sample_rate,contact_valid_samples,contact_valid_rate,all_mae_m,all_rmse_m,all_mape_pct,all_mean_signed_error_m,contact_valid_mae_m,contact_valid_rmse_m,contact_valid_mape_pct,contact_valid_mean_signed_error_m
yolo26n_seg_pt,1136,495,0.4357394366197183,1045,1037,8,0.9923444976076555,600,0.5785920925747348,0.838301203721115,2.1699493352992065,40.64323411339772,0.7929023673068505,0.12925521992478964,0.23023538069566993,11.394549381130725,0.05107220988232896
