episode,success,spl,nav_time,path_length,collision_count,collision_rate,step_count,action_count
1,1,0.958,0.942,13.479,2,0.0179,113,112
2,1,0.957,0.697,11.5,0,0.0,89,88
3,1,0.969,0.666,10.25,0,0.0,83,82
4,1,0.951,0.784,10.0,0,0.0,97,96
5,1,0.925,0.889,11.723,2,0.018,112,111
6,1,0.973,0.686,10.5,0,0.0,86,85
7,1,0.937,0.839,12.25,0,0.0,109,108
8,1,0.943,0.853,12.75,0,0.0,105,104
9,1,0.92,0.872,11.0,0,0.0,110,109
10,1,0.986,0.602,9.75,0,0.0,75,74
