model_name,processed_frames,frames_with_detections,detection_frame_rate,total_detections,total_samples,skipped_detections,valid_sample_rate,contact_valid_samples,contact_valid_rate,all_mae_m,all_rmse_m,all_mape_pct,all_mean_signed_error_m,contact_valid_mae_m,contact_valid_rmse_m,contact_valid_mape_pct,contact_valid_mean_signed_error_m
yolo26n_seg_pt,464,236,0.5086206896551724,456,444,12,0.9736842105263158,129,0.2905405405405405,0.6723033075768237,1.02239186424838,32.056324169668365,0.2909706088909613,0.28702959184705196,0.32690887582778116,9.616403414960104,-0.18936196011854045
