true_distance_m,base_quantized_y_px,pixel_offset_px,observed_y_px,estimated_distance_m,signed_error_m,absolute_error_m,relative_error_pct
2.200000000000001,352.0,-2,350.0,2.2263209016841157,0.026320901684114606,0.026320901684114606,1.196404622005209
2.200000000000001,352.0,-1,351.0,2.212962180998765,0.012962180998763895,0.012962180998763895,0.5891900453983585
2.200000000000001,352.0,0,352.0,2.1997385717518725,-0.00026142824812858123,0.00026142824812858123,0.011883102187662777
2.200000000000001,352.0,1,353.0,2.1866480344612778,-0.01335196553872331,0.01335196553872331,0.6069075244874229
2.200000000000001,352.0,2,354.0,2.1736885704867954,-0.026311429513205642,0.026311429513205642,1.1959740687820741
2.200000000000001,352.0,5,357.0,2.1355772235358987,-0.06442277646410233,0.06442277646410233,2.928308021095559
2.250000000000001,348.0,-5,343.0,2.323795459931741,0.0737954599317403,0.0737954599317403,3.2797982191884567
2.250000000000001,348.0,-2,346.0,2.2811491775631945,0.031149177563193575,0.031149177563193575,1.3844078916974918
2.250000000000001,348.0,-1,347.0,2.2672287620713916,0.01722876207139068,0.01722876207139068,0.7657227587284743
2.250000000000001,348.0,0,348.0,2.253452045832824,0.003452045832823103,0.003452045832823103,0.1534242592365823
2.250000000000001,348.0,1,349.0,2.2398168151806668,-0.010183184819334112,0.010183184819334112,0.45258599197040483
2.250000000000001,348.0,2,350.0,2.2263209016841157,-0.023679098315885216,0.023679098315885216,1.0524043695948981
2.250000000000001,348.0,5,353.0,2.1866480344612778,-0.06335196553872313,0.06335196553872313,2.8156429128321383
2.3000000000000007,345.0,-5,340.0,2.3678193267725156,0.0678193267725149,0.0678193267725149,2.94866638141369
2.3000000000000007,345.0,-2,343.0,2.323795459931741,0.02379545993174048,0.02379545993174048,1.034585214423499
2.3000000000000007,345.0,-1,344.0,2.3094301943060587,0.00943019430605796,0.00943019430605796,0.41000844808947634
2.3000000000000007,345.0,0,345.0,2.2952155523968525,-0.004784447603148223,0.004784447603148223,0.20801946100644444
2.3000000000000007,345.0,1,346.0,2.2811491775631945,-0.018850822436806247,0.018850822436806247,0.8196009755133148
2.3000000000000007,345.0,2,347.0,2.2672287620713916,-0.03277123792860914,0.03277123792860914,1.424836431678658
2.3000000000000007,345.0,5,350.0,2.2263209016841157,-0.07367909831588504,0.07367909831588504,3.203439057212392
2.350000000000001,341.0,-5,336.0,2.4287786333515786,0.07877863335157764,0.07877863335157764,3.3522822702798987
2.350000000000001,341.0,-2,339.0,2.38281167829556,0.03281167829555898,0.03281167829555898,1.3962416295982538
2.350000000000001,341.0,-1,340.0,2.3678193267725156,0.017819326772514632,0.017819326772514632,0.7582692243623245
2.350000000000001,341.0,0,341.0,2.3529875412892904,0.0029875412892894637,0.0029875412892894637,0.12712941656550905
2.350000000000001,341.0,1,342.0,2.3383137561245686,-0.011686243875432378,0.011686243875432378,0.4972869734226542
2.350000000000001,341.0,2,343.0,2.323795459931741,-0.026204540068259785,0.026204540068259785,1.1150868114153096
2.350000000000001,341.0,5,346.0,2.2811491775631945,-0.06885082243680651,0.06885082243680651,2.9298222313534676
2.4000000000000012,338.0,-5,333.0,2.476288589174513,0.07628858917451176,0.07628858917451176,3.178691215604655
2.4000000000000012,338.0,-2,336.0,2.4287786333515786,0.028778633351577376,0.028778633351577376,1.19910972298239
2.4000000000000012,338.0,-1,337.0,2.4132886231462733,0.013288623146272105,0.013288623146272105,0.5536926310946708
2.4000000000000012,338.0,0,338.0,2.3979672174340765,-0.0020327825659247623,0.0020327825659247623,0.08469927358019838
2.4000000000000012,338.0,1,339.0,2.38281167829556,-0.01718832170444129,0.01718832170444129,0.7161800710183867
2.4000000000000012,338.0,2,340.0,2.3678193267725156,-0.032180673227485634,0.032180673227485634,1.3408613844785673
2.4000000000000012,338.0,5,343.0,2.323795459931741,-0.07620454006826005,0.07620454006826005,3.1751891695108334
2.450000000000001,335.0,-5,330.0,2.525420564264694,0.07542056426469301,0.07542056426469301,3.078390378150734
2.450000000000001,335.0,-2,333.0,2.476288589174513,0.026288589174511934,0.026288589174511934,1.073003639775997
2.450000000000001,335.0,-1,334.0,2.4602757235662116,0.010275723566210537,0.010275723566210537,0.4194172884167564
2.450000000000001,335.0,0,335.0,2.4444400465617138,-0.005559953438287302,0.005559953438287302,0.22693687503213467
2.450000000000001,335.0,1,336.0,2.4287786333515786,-0.021221366648422446,0.021221366648422446,0.8661782305478545
2.450000000000001,335.0,2,337.0,2.4132886231462733,-0.03671137685372772,0.03671137685372772,1.4984235450501102
2.450000000000001,335.0,5,340.0,2.3678193267725156,-0.08218067322748546,0.08218067322748546,3.3543131929585885
2.500000000000001,332.0,-5,327.0,2.576259066305423,0.0762590663054219,0.0762590663054219,3.050362652216875
2.500000000000001,332.0,-2,330.0,2.525420564264694,0.02542056426469319,0.02542056426469319,1.0168225705877272
2.500000000000001,332.0,-1,331.0,2.5088579164064098,0.008857916406408872,0.008857916406408872,0.3543166562563548
2.500000000000001,332.0,0,332.0,2.492481634016876,-0.007518365983124831,0.007518365983124831,0.3007346393249931
2.500000000000001,332.0,1,333.0,2.476288589174513,-0.02371141082548789,0.02371141082548789,0.9484564330195152
2.500000000000001,332.0,2,334.0,2.4602757235662116,-0.039724276433789285,0.039724276433789285,1.588971057351571
2.500000000000001,332.0,5,337.0,2.4132886231462733,-0.08671137685372754,0.08671137685372754,3.4684550741491003
2.550000000000001,329.0,-5,324.0,2.6288945772338357,0.07889457723383453,0.07889457723383453,3.093904989562137
2.550000000000001,329.0,-2,327.0,2.576259066305423,0.02625906630542163,0.02625906630542163,1.0297673060949653
2.550000000000001,329.0,-1,328.0,2.559117828135323,0.009117828135321915,0.009117828135321915,0.3575618876596828
2.550000000000001,329.0,0,329.0,2.542172777113504,-0.007827222886497065,0.007827222886497065,0.30694991711753183
2.550000000000001,329.0,1,330.0,2.525420564264694,-0.024579435735307076,0.024579435735307076,0.9638994406002771
2.550000000000001,329.0,2,331.0,2.5088579164064098,-0.041142083593591394,0.041142083593591394,1.6134150428859364
2.550000000000001,329.0,5,334.0,2.4602757235662116,-0.08972427643378955,0.08972427643378955,3.518599075834883
2.6000000000000014,326.0,-5,321.0,2.6834240906752167,0.08342409067521528,0.08342409067521528,3.2086188721236626
2.6000000000000014,326.0,-2,324.0,2.6288945772338357,0.028894577233834262,0.028894577233834262,1.1113298936090095
2.6000000000000014,326.0,-1,325.0,2.611143892272438,0.011143892272436506,0.011143892272436506,0.42861124124755773
2.6000000000000014,326.0,0,326.0,2.5935999185984318,-0.006400081401569668,0.006400081401569668,0.24615697698344863
2.6000000000000014,326.0,1,327.0,2.576259066305423,-0.023740933694578636,0.023740933694578636,0.9131128344068701
2.6000000000000014,326.0,2,328.0,2.559117828135323,-0.04088217186467835,0.04088217186467835,1.5723912255645511
2.6000000000000014,326.0,5,331.0,2.5088579164064098,-0.09114208359359166,0.09114208359359166,3.5054647535996777
2.6500000000000012,323.0,-5,318.0,2.7399517084563145,0.08995170845631328,0.08995170845631328,3.3944040926910652
2.6500000000000012,323.0,-2,321.0,2.6834240906752167,0.033424090675215457,0.033424090675215457,1.2612864405741675
2.6500000000000012,323.0,-1,322.0,2.665030868667062,0.015030868667060826,0.015030868667060826,0.5672025912098423
2.6500000000000012,323.0,0,323.0,2.646855648486248,-0.00314435151375303,0.00314435151375303,0.11865477410388785
2.6500000000000012,323.0,1,324.0,2.6288945772338357,-0.02110542276616556,0.02110542276616556,0.7964310477798321
2.6500000000000012,323.0,2,325.0,2.611143892272438,-0.038856107727563316,0.038856107727563316,1.466268216134464
2.6500000000000012,323.0,5,328.0,2.559117828135323,-0.09088217186467817,0.09088217186467817,3.4295159194218163
2.700000000000001,320.0,-5,315.0,2.798589303915903,0.09858930391590182,0.09858930391590182,3.6514557005889547
2.700000000000001,320.0,-2,318.0,2.7399517084563145,0.03995170845631346,0.03995170845631346,1.4796929057893868
2.700000000000001,320.0,-1,319.0,2.720880419513807,0.020880419513805926,0.020880419513805926,0.7733488708817006
2.700000000000001,320.0,0,320.0,2.702039260394133,0.0020392603941319365,0.0020392603941319365,0.07552816274562725
2.700000000000001,320.0,1,321.0,2.6834240906752167,-0.016575909324784366,0.016575909324784366,0.6139225675846058
2.700000000000001,320.0,2,322.0,2.665030868667062,-0.034969131332938996,0.034969131332938996,1.2951530123310735
2.700000000000001,320.0,5,325.0,2.611143892272438,-0.08885610772756314,0.08885610772756314,3.290966952872708
2.7500000000000013,317.0,-5,312.0,2.859457260905135,0.10945726090513386,0.10945726090513386,3.9802640329139565
2.7500000000000013,317.0,-2,315.0,2.798589303915903,0.04858930391590155,0.04858930391590155,1.7668837787600553
2.7500000000000013,317.0,-1,316.0,2.7788017494712074,0.028801749471206062,0.028801749471206062,1.0473363444074928
2.7500000000000013,317.0,0,317.0,2.7592573694091684,0.009257369409167104,0.009257369409167104,0.33663161487880366
2.7500000000000013,317.0,1,318.0,2.7399517084563145,-0.010048291543686805,0.010048291543686805,0.3653924197704291
2.7500000000000013,317.0,2,319.0,2.720880419513807,-0.02911958048619434,0.02911958048619434,1.0588938358616118
2.7500000000000013,317.0,5,322.0,2.665030868667062,-0.08496913133293926,0.08496913133293926,3.0897865939250626
2.8000000000000016,315.0,-5,310.0,2.901338636252975,0.10133863625297357,0.10133863625297357,3.619237009034768
