episode,step,latency_ms,fps,detections,avg_confidence
1,0,15.638095999747748,63.94640370644423,1,0.3231726288795471
1,1,8.346100001290324,119.81644119353925,0,0.0
1,2,8.90605200038408,112.2831979823242,3,0.38966427246729535
1,3,9.04072699995595,110.61057368559767,4,0.3370518237352371
1,4,8.873766999386135,112.69171255783226,3,0.38282595078150433
1,5,8.861364998665522,112.8494312276489,3,0.442947785059611
1,6,9.299899998950423,107.52803794802729,3,0.30942922830581665
1,7,8.882116000677343,112.58578473009594,2,0.38532018661499023
1,8,7.777644999805489,128.57362351007393,0,0.0
1,9,8.592054000473581,116.38660557125007,1,0.44171226024627686
1,10,9.1729440009658,109.0162547481716,2,0.3360042870044708
1,11,8.007491998796468,124.88304704522974,0,0.0
1,12,7.797185999152134,128.25139737704603,0,0.0
1,13,8.294859999296023,120.55658565483554,1,0.6617568135261536
1,14,8.554124000511365,116.90267757870006,1,0.6263902187347412
1,15,7.755246999295196,128.94495818004003,0,0.0
1,16,8.425137000813265,118.69243193356637,0,0.0
1,17,7.652746999156079,130.67203190047664,0,0.0
1,18,7.689497999308514,130.0475011619648,0,0.0
1,19,7.9871529997035395,125.20105725245493,0,0.0
1,20,7.841622000341886,127.5246371167089,0,0.0
1,21,7.855369000026258,127.3014673144772,0,0.0
1,22,7.78806599919335,128.40158263984603,0,0.0
1,23,7.752540999717894,128.98996600422865,0,0.0
1,24,7.697532999372925,129.91175225640012,0,0.0
1,25,6.788707998566679,147.30343390982983,0,0.0
1,26,6.779929999538581,147.49414817970933,0,0.0
1,27,7.311588000447955,136.76919431712147,1,0.2776644229888916
1,28,7.463299998562434,133.98898613115082,1,0.3071095943450928
1,29,7.719260000158101,129.54609638482427,2,0.3841440677642822
1,30,7.186308999735047,139.15349312656457,0,0.0
1,31,7.624660998772015,131.15337195464224,1,0.35577529668807983
1,32,7.621349999681115,131.2103498778879,2,0.42605331540107727
1,33,7.537019999290351,132.67843260256112,1,0.3591051697731018
1,34,7.454681001036079,134.14390231601007,1,0.32972151041030884
1,35,6.64232100098161,150.54978521095543,0,0.0
1,36,7.015748000412714,142.53647650131865,0,0.0
1,37,6.626673000937444,150.90528834884938,0,0.0
1,38,6.7621939997479785,147.88099839153818,0,0.0
1,39,6.741495999449398,148.33502832037183,0,0.0
1,40,6.744674999936251,148.26511284968538,0,0.0
1,41,6.71443399915006,148.93288103309735,0,0.0
1,42,6.717223001032835,148.8710438593807,0,0.0
1,43,6.564962000993546,152.32380626859063,0,0.0
1,44,6.760025000403402,147.9284470013536,0,0.0
1,45,7.767602999592782,128.73984420321497,2,0.4547891914844513
1,46,7.559656000012183,132.28115141725874,2,0.4359672963619232
1,47,6.823441999586066,146.55360154899293,0,0.0
1,48,7.708013999945251,129.73510427032213,2,0.6112326681613922
1,49,6.718456999806222,148.84370027654307,0,0.0
1,50,6.831315999079379,146.38467904789718,0,0.0
1,51,7.677609000893426,130.24888345885188,2,0.4309074580669403
1,52,8.386891000554897,119.23369457571793,1,0.4532727599143982
1,53,6.927808999535046,144.345780905206,0,0.0
1,54,6.8368510001164395,146.26616844260155,0,0.0
1,55,7.4210580005455995,134.75167555980286,1,0.27694153785705566
1,56,6.844106999778887,146.11109967046204,0,0.0
1,57,6.988810999246198,143.08585539197705,0,0.0
1,58,6.726108000293607,148.67438940266024,0,0.0
1,59,6.778222999855643,147.5312924967646,0,0.0
1,60,6.769376001102501,147.72410334972295,0,0.0
1,61,7.523067999500199,132.92449304810694,1,0.2772294282913208
1,62,6.7935740007669665,147.1979255524565,0,0.0
1,63,6.7456840006343555,148.24293576544073,0,0.0
1,64,6.762643999536522,147.87115809564057,0,0.0
1,65,6.696547001411091,149.33069233879505,0,0.0
1,66,6.656822999502765,150.22181002479644,0,0.0
1,67,6.718540000292705,148.8418614693718,0,0.0
1,68,7.731744999546208,129.33690907533708,1,0.2611215114593506
1,69,6.735375000062049,148.46983278448306,0,0.0
1,70,7.446361998518114,134.29376656668157,1,0.44262969493865967
1,71,7.354207999014761,135.97657288643038,1,0.43802958726882935
1,72,7.619051999427029,131.2499245411637,2,0.2914799749851227
1,73,6.787173999327933,147.33672661096062,0,0.0
1,74,7.609418000356527,131.4160951538142,3,0.45571508010228473
1,75,7.993017001354019,125.1092046758564,1,0.3758169412612915
1,76,7.665360000828514,130.45701700793109,2,0.4493545889854431
1,77,7.93713100028981,125.99010901590094,4,0.3548494428396225
1,78,7.96929900025134,125.48155113372725,3,0.43516552448272705
1,79,7.409882000501966,134.9549156021995,1,0.6107141971588135
1,80,7.391704000838217,135.28680259471975,1,0.26654595136642456
1,81,7.500454001274193,133.32526268811435,2,0.32670992612838745
1,82,7.292655000128434,137.12427092497705,1,0.3692721724510193
1,83,7.717020998825319,129.58368263507634,3,0.28233514229456586
1,84,8.009486000446486,124.85195678527377,5,0.3406312346458435
1,85,7.772667000608635,128.6559683981953,4,0.5026116073131561
1,86,7.527425999796833,132.84753646558468,2,0.7045185565948486
1,87,7.614947000547545,131.32067760000115,3,0.5150009195009867
1,88,8.058690000325441,124.08964731980211,4,0.5634508728981018
1,89,7.796744001097977,128.25866795923721,2,0.8463233709335327
1,90,7.776139998895815,128.5985077611767,3,0.756476362546285
1,91,7.841255999665009,127.53058949264272,3,0.7690554062525431
1,92,8.145685998897534,122.76436878801167,5,0.5494280338287354
