model_name,processed_frames,frames_with_detections,detection_frame_rate,total_detections,total_samples,skipped_detections,valid_sample_rate,contact_valid_samples,contact_valid_rate,all_mae_m,all_rmse_m,all_mape_pct,all_mean_signed_error_m,contact_valid_mae_m,contact_valid_rmse_m,contact_valid_mape_pct,contact_valid_mean_signed_error_m
yolo26n_seg_pt,969,541,0.5583075335397317,998,990,8,0.9919839679358717,271,0.2737373737373737,0.45693213244575603,0.8342965294476132,27.638429426289818,0.17606502453074516,0.229759261407863,0.28338188212940113,10.49417908626959,-0.1363345216827992
