model_name,processed_frames,frames_with_detections,detection_frame_rate,total_detections,total_samples,skipped_detections,valid_sample_rate,contact_valid_samples,contact_valid_rate,all_mae_m,all_rmse_m,all_mape_pct,all_mean_signed_error_m,contact_valid_mae_m,contact_valid_rmse_m,contact_valid_mape_pct,contact_valid_mean_signed_error_m
yolo26n_seg_pt,489,273,0.558282208588957,521,515,6,0.9884836852207294,0,0.0,0.6635276629780933,1.0317077604562466,28.431863089629505,0.004688281583902609,,,,
