model_name,processed_frames,frames_with_detections,detection_frame_rate,total_detections,total_samples,skipped_detections,valid_sample_rate,contact_valid_samples,contact_valid_rate,all_mae_m,all_rmse_m,all_mape_pct,all_mean_signed_error_m,contact_valid_mae_m,contact_valid_rmse_m,contact_valid_mape_pct,contact_valid_mean_signed_error_m
yolo26n_seg_pt,979,700,0.7150153217568948,1780,1732,48,0.9730337078651685,909,0.5248267898383372,1.3445295306139053,2.903189333082846,63.60637366230619,1.125850982747374,0.24947505746954965,0.35129850997954354,14.235236822371194,-0.12523033258280106
